time_recorded,lat,lon,total_gps_pings,n_buses,busy_index
09:00:00,32.108,35.008,12,2,0.6
09:00:00,32.158,34.81,8,2,0.4
09:00:00,32.159,34.811,6,2,0.3
09:10:00,31.917,35.08,18,2,0.9
09:10:00,32.036,34.83,8,2,0.4
09:10:00,32.051,34.849,10,2,0.5
09:10:00,32.068,34.809,9,2,0.4
09:10:00,32.073,34.775,6,2,0.3
09:10:00,32.074,34.79,7,2,0.3
09:10:00,32.075,34.791,26,7,0.3
09:10:00,32.082,34.795,22,7,0.3
09:10:00,32.083,34.771,6,2,0.3
09:10:00,32.083,34.805,11,2,0.5
09:10:00,32.083,34.806,9,2,0.4
09:10:00,32.084,34.806,10,3,0.3
09:10:00,32.084,34.807,9,2,0.4
09:10:00,32.086,34.775,7,2,0.3
09:10:00,32.086,34.887,7,2,0.3
09:10:00,32.087,34.808,6,2,0.3
09:10:00,32.09,34.821,11,3,0.3
09:10:00,32.091,34.822,9,3,0.3
09:10:00,32.091,34.823,13,3,0.4
09:10:00,32.091,34.887,6,2,0.3
09:10:00,32.091,34.975,6,2,0.3
09:10:00,32.092,34.822,10,3,0.3
09:10:00,32.092,34.844,7,2,0.3
09:10:00,32.092,34.847,11,3,0.3
09:10:00,32.092,34.863,7,2,0.3
09:10:00,32.095,34.886,24,7,0.3
09:10:00,32.095,34.888,10,2,0.5
09:10:00,32.096,34.887,6,2,0.3
09:10:00,32.096,34.89,11,3,0.3
09:10:00,32.097,34.829,21,3,0.7
09:10:00,32.1,34.828,6,2,0.3
09:10:00,32.103,34.828,6,2,0.3
09:10:00,32.105,34.828,6,2,0.3
09:10:00,32.123,34.919,15,2,0.7
09:10:00,32.157,34.809,6,2,0.3
09:10:00,32.158,34.81,8,2,0.4
09:10:00,32.16,34.811,8,2,0.4
09:10:00,32.163,34.797,15,3,0.5
09:20:00,31.799,35.213,7,2,0.3
09:20:00,32.051,34.849,15,2,0.7
09:20:00,32.053,34.759,6,2,0.3
09:20:00,32.068,34.84,22,2,1.1
09:20:00,32.071,34.772,10,3,0.3
09:20:00,32.074,34.775,6,2,0.3
09:20:00,32.074,34.791,14,4,0.3
09:20:00,32.075,34.791,31,8,0.3
09:20:00,32.075,34.896,11,3,0.3
09:20:00,32.076,34.791,7,2,0.3
09:20:00,32.078,34.778,13,2,0.6
09:20:00,32.08,34.834,6,2,0.3
09:20:00,32.082,34.795,6,2,0.3
09:20:00,32.083,34.805,6,2,0.3
09:20:00,32.084,34.788,15,4,0.3
09:20:00,32.084,34.803,9,3,0.3
09:20:00,32.084,34.807,26,8,0.3
09:20:00,32.088,34.807,6,2,0.3
09:20:00,32.088,34.893,15,2,0.7
09:20:00,32.09,34.826,6,2,0.3
09:20:00,32.091,34.822,9,2,0.4
09:20:00,32.092,34.839,6,2,0.3
09:20:00,32.092,34.863,6,2,0.3
09:20:00,32.093,34.845,9,3,0.3
09:20:00,32.094,34.884,15,2,0.7
09:20:00,32.094,34.885,12,2,0.6
09:20:00,32.094,34.886,6,2,0.3
09:20:00,32.095,34.886,12,2,0.6
09:20:00,32.095,34.887,10,3,0.3
09:20:00,32.1,34.828,6,2,0.3
09:20:00,32.105,34.828,7,2,0.3
09:20:00,32.123,34.919,14,2,0.7
09:20:00,32.158,34.81,8,2,0.4
09:20:00,32.159,34.811,6,2,0.3
09:20:00,32.16,34.811,6,2,0.3
09:20:00,32.163,34.797,17,2,0.8
09:30:00,32.067,34.765,7,2,0.3
09:30:00,32.068,34.765,6,2,0.3
09:30:00,32.071,34.772,6,2,0.3
09:30:00,32.075,34.791,20,6,0.3
09:30:00,32.076,34.791,6,2,0.3
09:30:00,32.08,34.834,6,2,0.3
09:30:00,32.084,34.788,12,3,0.4
09:30:00,32.09,34.82,6,2,0.3
09:30:00,32.09,34.821,28,5,0.5
09:30:00,32.09,34.839,6,2,0.3
09:30:00,32.091,34.822,31,7,0.4
09:30:00,32.091,34.823,14,3,0.4
09:30:00,32.091,34.867,7,2,0.3
09:30:00,32.091,34.868,10,3,0.3
09:30:00,32.092,34.822,10,2,0.5
09:30:00,32.092,34.826,10,3,0.3
09:30:00,32.092,34.827,8,2,0.4
09:30:00,32.092,34.828,11,2,0.5
09:30:00,32.094,34.822,6,2,0.3
09:30:00,32.094,34.883,8,2,0.4
09:30:00,32.095,34.886,13,4,0.3
09:30:00,32.095,34.887,15,4,0.3
09:30:00,32.095,34.889,12,2,0.6
09:30:00,32.095,34.89,10,2,0.5
09:30:00,32.098,34.829,9,2,0.4
09:30:00,32.103,34.828,9,3,0.3
09:30:00,32.11,34.837,11,2,0.5
09:30:00,32.158,34.81,7,2,0.3
09:30:00,32.163,34.797,6,2,0.3
09:30:00,32.591,34.937,7,2,0.3
09:40:00,32.037,34.831,6,2,0.3
09:40:00,32.052,34.759,6,2,0.3
09:40:00,32.057,34.847,8,2,0.4
09:40:00,32.061,34.782,13,3,0.4
09:40:00,32.068,34.765,10,3,0.3
09:40:00,32.069,34.839,6,2,0.3
09:40:00,32.074,34.825,13,2,0.6
09:40:00,32.075,34.774,6,2,0.3
09:40:00,32.075,34.791,24,7,0.3
09:40:00,32.082,34.796,7,2,0.3
09:40:00,32.083,34.805,16,5,0.3
09:40:00,32.084,34.787,8,2,0.4
09:40:00,32.084,34.806,11,3,0.3
09:40:00,32.084,34.807,13,4,0.3
09:40:00,32.085,34.785,11,2,0.5
09:40:00,32.085,34.81,8,2,0.4
09:40:00,32.086,34.811,23,3,0.7
09:40:00,32.088,34.807,7,2,0.3
09:40:00,32.09,34.821,6,2,0.3
09:40:00,32.092,34.822,9,2,0.4
09:40:00,32.092,34.823,9,2,0.4
09:40:00,32.092,34.826,7,2,0.3
09:40:00,32.092,34.827,7,2,0.3
09:40:00,32.092,34.828,34,7,0.4
09:40:00,32.095,34.886,12,3,0.4
09:40:00,32.099,34.825,11,2,0.5
09:40:00,32.105,34.828,6,2,0.3
09:40:00,32.107,34.83,13,2,0.6
09:40:00,32.157,34.809,6,2,0.3
09:40:00,32.158,34.81,12,4,0.3
09:40:00,32.174,34.915,14,4,0.3
09:50:00,32.038,34.831,6,2,0.3
09:50:00,32.05,34.759,8,2,0.4
09:50:00,32.051,34.849,7,2,0.3
09:50:00,32.061,34.782,9,2,0.4
09:50:00,32.067,34.765,8,2,0.4
09:50:00,32.075,34.791,6,2,0.3
09:50:00,32.083,34.796,6,2,0.3
09:50:00,32.083,34.805,9,3,0.3
09:50:00,32.083,34.806,6,2,0.3
09:50:00,32.084,34.774,6,2,0.3
09:50:00,32.084,34.787,7,2,0.3
09:50:00,32.089,34.869,6,2,0.3
09:50:00,32.09,34.82,12,3,0.4
09:50:00,32.091,34.867,7,2,0.3
09:50:00,32.091,34.868,6,2,0.3
09:50:00,32.092,34.826,7,2,0.3
09:50:00,32.092,34.839,6,2,0.3
09:50:00,32.095,34.887,15,4,0.3
09:50:00,32.11,34.965,12,2,0.6
09:50:00,32.436,34.914,6,2,0.3
10:00:00,32.026,34.745,8,2,0.4
10:00:00,32.04,34.756,6,2,0.3
10:00:00,32.047,34.816,17,2,0.8
10:00:00,32.052,34.759,7,2,0.3
10:00:00,32.053,34.759,7,2,0.3
10:00:00,32.056,34.777,6,2,0.3
10:00:00,32.057,34.834,7,2,0.3
10:00:00,32.066,34.772,6,2,0.3
10:00:00,32.067,34.764,12,2,0.6
10:00:00,32.067,34.771,6,2,0.3
10:00:00,32.07,34.827,16,2,0.8
10:00:00,32.081,34.818,7,2,0.3
10:00:00,32.082,34.795,9,2,0.4
10:00:00,32.083,34.805,6,2,0.3
10:00:00,32.084,34.787,10,2,0.5
10:00:00,32.087,34.813,7,2,0.3
10:00:00,32.087,34.829,6,2,0.3
10:00:00,32.089,34.818,8,2,0.4
10:00:00,32.09,34.821,6,2,0.3
10:00:00,32.09,34.883,7,2,0.3
10:00:00,32.091,34.823,6,2,0.3
10:00:00,32.091,34.867,6,2,0.3
10:00:00,32.092,34.822,7,2,0.3
10:00:00,32.092,34.826,7,2,0.3
10:00:00,32.092,34.833,9,3,0.3
10:00:00,32.095,34.886,14,3,0.4
10:00:00,32.095,34.89,19,4,0.4
10:10:00,32.002,34.747,19,2,0.9
10:10:00,32.053,34.848,7,2,0.3
10:10:00,32.057,34.847,7,2,0.3
10:10:00,32.075,34.791,13,4,0.3
10:10:00,32.081,34.774,8,2,0.4
10:10:00,32.082,34.835,6,2,0.3
10:10:00,32.083,34.805,7,2,0.3
10:10:00,32.083,34.845,8,2,0.4
10:10:00,32.085,34.784,7,2,0.3
10:10:00,32.085,34.81,6,2,0.3
10:10:00,32.086,34.887,6,2,0.3
10:10:00,32.088,34.828,7,2,0.3
10:10:00,32.088,34.887,6,2,0.3
10:10:00,32.091,34.823,6,2,0.3
10:10:00,32.097,34.853,11,2,0.5
10:20:00,31.999,34.763,20,2,1.0
10:20:00,32.002,34.752,6,2,0.3
10:20:00,32.005,34.747,10,2,0.5
10:20:00,32.057,34.834,6,2,0.3
10:20:00,32.064,34.81,15,2,0.7
10:20:00,32.068,34.771,10,3,0.3
10:20:00,32.073,34.79,6,2,0.3
10:20:00,32.075,34.791,50,12,0.4
10:20:00,32.076,34.791,6,2,0.3
10:20:00,32.084,34.788,7,2,0.3
10:20:00,32.084,34.803,13,4,0.3
10:20:00,32.085,34.784,10,2,0.5
10:20:00,32.085,34.981,14,2,0.7
10:20:00,32.086,34.789,6,2,0.3
10:20:00,32.086,34.886,9,3,0.3
10:20:00,32.088,34.807,6,2,0.3
10:20:00,32.089,34.808,6,2,0.3
10:20:00,32.089,34.894,18,2,0.9
10:20:00,32.09,34.883,6,2,0.3
10:20:00,32.09,34.884,15,3,0.5
10:20:00,32.09,34.885,15,5,0.3
10:20:00,32.091,34.822,7,2,0.3
10:20:00,32.091,34.885,10,3,0.3
10:20:00,32.091,34.895,15,3,0.5
10:20:00,32.092,34.839,6,2,0.3
10:20:00,32.092,34.894,12,2,0.6
10:20:00,32.099,34.825,12,2,0.6
10:20:00,32.108,34.83,11,2,0.5
10:20:00,32.603,35.019,8,2,0.4
10:30:00,31.999,34.763,9,2,0.4
10:30:00,32.002,34.747,25,3,0.8
10:30:00,32.056,34.834,6,2,0.3
10:30:00,32.067,34.765,9,2,0.4
10:30:00,32.068,34.765,6,2,0.3
10:30:00,32.069,34.839,7,2,0.3
10:30:00,32.075,34.791,35,9,0.3
10:30:00,32.079,34.815,20,2,1.0
10:30:00,32.081,34.774,8,2,0.4
10:30:00,32.082,34.805,6,2,0.3
10:30:00,32.083,34.803,6,2,0.3
10:30:00,32.083,34.805,11,3,0.3
10:30:00,32.084,34.803,6,2,0.3
10:30:00,32.085,34.81,14,3,0.4
10:30:00,32.085,34.83,6,2,0.3
10:30:00,32.088,34.887,6,2,0.3
10:30:00,32.088,34.893,8,2,0.4
10:30:00,32.089,34.818,7,2,0.3
10:30:00,32.09,34.884,9,3,0.3
10:30:00,32.093,34.883,12,2,0.6
10:30:00,32.094,34.882,7,2,0.3
10:30:00,32.094,34.885,15,4,0.3
10:30:00,32.095,34.886,15,4,0.3
10:30:00,32.095,34.887,6,2,0.3
10:30:00,32.095,34.89,13,3,0.4
10:30:00,32.096,34.852,6,2,0.3
10:30:00,32.163,34.797,13,2,0.6
10:40:00,31.893,34.807,7,2,0.3
10:40:00,31.917,35.08,13,2,0.6
10:40:00,32.037,34.831,6,2,0.3
10:40:00,32.055,34.769,12,2,0.6
10:40:00,32.075,34.791,32,7,0.4
10:40:00,32.082,34.835,6,2,0.3
10:40:00,32.083,34.816,12,3,0.4
10:40:00,32.086,34.886,8,2,0.4
10:40:00,32.086,34.887,6,2,0.3
10:40:00,32.09,34.883,6,2,0.3
10:40:00,32.091,34.895,7,2,0.3
10:40:00,32.092,34.839,10,3,0.3
10:40:00,32.093,34.822,10,3,0.3
10:40:00,32.094,34.883,6,2,0.3
10:40:00,32.095,34.886,9,3,0.3
10:40:00,32.095,34.887,11,3,0.3
10:40:00,32.109,35.151,15,3,0.5
10:40:00,32.114,34.79,6,2,0.3
10:40:00,32.163,34.797,20,2,1.0
10:40:00,32.328,34.862,8,2,0.4
10:40:00,32.381,35.018,8,2,0.4
10:50:00,31.816,35.196,7,2,0.3
10:50:00,31.917,35.08,20,2,1.0
10:50:00,32.002,34.753,18,2,0.9
10:50:00,32.055,34.773,6,2,0.3
10:50:00,32.061,34.775,6,2,0.3
10:50:00,32.067,34.765,11,2,0.5
10:50:00,32.068,34.771,15,4,0.3
10:50:00,32.071,34.772,9,2,0.4
10:50:00,32.077,34.836,6,2,0.3
10:50:00,32.081,34.774,6,2,0.3
10:50:00,32.082,34.774,6,2,0.3
10:50:00,32.083,34.795,23,5,0.4
10:50:00,32.084,34.787,27,4,0.6
10:50:00,32.084,34.788,31,6,0.5
10:50:00,32.085,34.83,7,2,0.3
10:50:00,32.086,34.886,10,2,0.5
10:50:00,32.086,34.888,6,2,0.3
10:50:00,32.09,34.885,21,5,0.4
10:50:00,32.092,34.828,8,2,0.4
10:50:00,32.092,34.847,7,2,0.3
10:50:00,32.094,34.885,6,2,0.3
10:50:00,32.095,34.886,13,3,0.4
10:50:00,32.095,34.89,12,2,0.6
10:50:00,32.096,34.889,12,2,0.6
10:50:00,32.098,34.827,6,2,0.3
10:50:00,32.107,34.829,13,2,0.6
10:50:00,32.109,35.153,10,2,0.5
10:50:00,32.109,35.156,9,2,0.4
10:50:00,32.793,34.959,6,2,0.3
11:00:00,31.79,35.202,6,2,0.3
11:00:00,31.917,35.08,17,2,0.8
11:00:00,32.028,34.749,10,2,0.5
11:00:00,32.055,34.769,6,2,0.3
11:00:00,32.067,34.765,7,2,0.3
11:00:00,32.074,34.791,11,2,0.5
11:00:00,32.075,34.791,9,3,0.3
11:00:00,32.078,34.842,13,2,0.6
11:00:00,32.08,34.835,9,3,0.3
11:00:00,32.082,34.796,8,2,0.4
11:00:00,32.083,34.795,8,2,0.4
11:00:00,32.083,34.801,13,2,0.6
11:00:00,32.084,34.803,10,3,0.3
11:00:00,32.085,34.81,12,2,0.6
11:00:00,32.085,34.83,11,3,0.3
11:00:00,32.085,34.84,7,2,0.3
11:00:00,32.086,34.832,13,4,0.3
11:00:00,32.086,34.885,9,2,0.4
11:00:00,32.086,34.886,17,4,0.4
11:00:00,32.086,34.887,14,4,0.3
11:00:00,32.086,34.896,11,2,0.5
11:00:00,32.09,34.883,6,2,0.3
11:00:00,32.091,34.895,17,3,0.5
11:00:00,32.092,34.827,7,2,0.3
11:00:00,32.094,34.822,6,2,0.3
11:00:00,32.095,34.886,17,5,0.3
11:00:00,32.098,34.829,6,2,0.3
11:00:00,32.099,34.825,7,2,0.3
11:00:00,32.109,35.16,10,2,0.5
11:00:00,32.436,34.914,6,2,0.3
11:00:00,32.804,35.001,6,2,0.3
11:10:00,31.917,35.08,17,2,0.8
11:10:00,31.966,34.803,12,4,0.3
11:10:00,32.043,34.843,8,2,0.4
11:10:00,32.052,34.759,10,3,0.3
11:10:00,32.075,34.775,8,2,0.4
11:10:00,32.075,34.791,8,2,0.4
11:10:00,32.081,34.774,6,2,0.3
11:10:00,32.081,34.815,26,2,1.3
11:10:00,32.081,34.835,6,2,0.3
11:10:00,32.082,34.795,9,3,0.3
11:10:00,32.083,34.816,7,2,0.3
11:10:00,32.085,34.812,24,3,0.8
11:10:00,32.085,34.83,9,3,0.3
11:10:00,32.085,34.836,6,2,0.3
11:10:00,32.086,34.832,6,2,0.3
11:10:00,32.086,34.886,9,3,0.3
11:10:00,32.086,34.887,6,2,0.3
11:10:00,32.086,34.888,12,4,0.3
11:10:00,32.089,34.869,6,2,0.3
11:10:00,32.09,34.821,12,2,0.6
11:10:00,32.09,34.826,6,2,0.3
11:10:00,32.091,34.867,7,2,0.3
11:10:00,32.092,34.847,8,2,0.4
11:10:00,32.093,34.841,7,2,0.3
11:10:00,32.093,34.883,11,2,0.5
11:10:00,32.094,34.882,6,2,0.3
11:10:00,32.095,34.89,11,2,0.5
11:10:00,32.096,34.888,24,4,0.6
11:20:00,31.917,35.08,16,2,0.8
11:20:00,32.002,34.752,6,2,0.3
11:20:00,32.073,34.839,13,2,0.6
11:20:00,32.075,34.844,6,2,0.3
11:20:00,32.077,34.842,7,2,0.3
11:20:00,32.078,34.842,9,3,0.3
11:20:00,32.081,34.774,9,3,0.3
11:20:00,32.082,34.774,6,2,0.3
11:20:00,32.083,34.774,7,2,0.3
11:20:00,32.083,34.795,11,3,0.3
11:20:00,32.084,34.803,11,3,0.3
11:20:00,32.086,34.884,7,2,0.3
11:20:00,32.086,34.886,21,5,0.4
11:20:00,32.087,34.878,12,2,0.6
11:20:00,32.09,34.826,7,2,0.3
11:20:00,32.09,34.883,6,2,0.3
11:20:00,32.09,34.885,8,2,0.4
11:20:00,32.09,34.886,6,2,0.3
11:20:00,32.091,34.868,8,2,0.4
11:20:00,32.091,34.895,8,2,0.4
11:20:00,32.095,34.886,9,3,0.3
11:20:00,32.095,34.887,13,2,0.6
11:20:00,32.096,34.887,6,2,0.3
11:20:00,32.117,34.834,10,2,0.5
11:30:00,31.917,35.08,20,2,1.0
11:30:00,32.023,34.775,7,2,0.3
11:30:00,32.027,34.746,6,2,0.3
11:30:00,32.028,34.749,7,2,0.3
11:30:00,32.059,34.828,6,2,0.3
11:30:00,32.074,34.775,9,2,0.4
11:30:00,32.076,34.783,6,2,0.3
11:30:00,32.081,34.835,9,2,0.4
11:30:00,32.082,34.795,12,4,0.3
11:30:00,32.082,34.796,20,5,0.4
11:30:00,32.083,34.816,6,2,0.3
11:30:00,32.085,34.83,7,2,0.3
11:30:00,32.086,34.836,6,2,0.3
11:30:00,32.086,34.881,7,2,0.3
11:30:00,32.086,34.886,13,3,0.4
11:30:00,32.086,34.887,20,5,0.4
11:30:00,32.087,34.887,6,2,0.3
11:30:00,32.088,34.887,20,6,0.3
11:30:00,32.089,34.894,22,3,0.7
11:30:00,32.09,34.826,6,2,0.3
11:30:00,32.09,34.883,6,2,0.3
11:30:00,32.09,34.884,8,2,0.4
11:30:00,32.09,34.885,12,3,0.4
11:30:00,32.092,34.822,9,2,0.4
11:30:00,32.094,34.882,6,2,0.3
11:30:00,32.094,34.883,8,2,0.4
11:30:00,32.095,34.886,10,3,0.3
11:30:00,32.095,34.887,6,2,0.3
11:30:00,32.095,34.89,14,2,0.7
11:30:00,32.785,35.017,11,2,0.5
11:40:00,31.917,35.08,18,2,0.9
11:40:00,31.96,34.803,8,2,0.4
11:40:00,32.003,34.753,7,2,0.3
11:40:00,32.067,34.766,7,2,0.3
11:40:00,32.069,34.839,6,2,0.3
11:40:00,32.071,34.772,10,3,0.3
11:40:00,32.074,34.775,21,2,1.0
11:40:00,32.075,34.791,10,3,0.3
11:40:00,32.08,34.835,6,2,0.3
11:40:00,32.081,34.815,6,2,0.3
11:40:00,32.082,34.795,6,2,0.3
11:40:00,32.082,34.835,6,2,0.3
11:40:00,32.083,34.804,6,2,0.3
11:40:00,32.084,34.787,7,2,0.3
11:40:00,32.086,34.886,8,2,0.4
11:40:00,32.086,34.887,16,4,0.4
11:40:00,32.088,34.887,6,2,0.3
11:40:00,32.09,34.826,11,3,0.3
11:40:00,32.09,34.881,6,2,0.3
11:40:00,32.09,34.885,13,4,0.3
11:40:00,32.091,34.823,9,3,0.3
11:40:00,32.091,34.868,12,4,0.3
11:40:00,32.091,34.885,9,2,0.4
11:40:00,32.095,34.886,6,2,0.3
11:40:00,32.095,34.887,13,2,0.6
11:40:00,32.096,34.888,10,2,0.5
11:40:00,32.097,34.852,11,2,0.5
11:40:00,32.098,34.827,7,2,0.3
11:40:00,32.099,34.825,6,2,0.3
11:40:00,32.496,35.061,10,3,0.3
11:40:00,32.97,35.497,18,4,0.4
11:50:00,31.917,35.08,12,2,0.6
11:50:00,31.966,34.803,7,2,0.3
11:50:00,32.074,34.79,9,3,0.3
11:50:00,32.078,34.842,9,3,0.3
11:50:00,32.081,34.815,8,2,0.4
11:50:00,32.083,34.795,19,4,0.4
11:50:00,32.084,34.836,8,2,0.4
11:50:00,32.085,34.812,7,2,0.3
11:50:00,32.086,34.886,6,2,0.3
11:50:00,32.087,34.815,6,2,0.3
11:50:00,32.088,34.887,7,2,0.3
11:50:00,32.089,34.894,12,2,0.6
11:50:00,32.09,34.885,10,3,0.3
11:50:00,32.091,34.895,15,3,0.5
11:50:00,32.093,34.844,12,2,0.6
11:50:00,32.094,34.883,6,2,0.3
11:50:00,32.095,34.886,42,7,0.6
11:50:00,32.095,34.887,13,3,0.4
11:50:00,32.095,34.89,23,4,0.5
11:50:00,32.096,34.887,13,2,0.6
11:50:00,32.099,34.825,17,2,0.8
11:50:00,32.106,35.21,9,2,0.4
12:00:00,31.794,34.664,6,2,0.3
12:00:00,31.799,35.213,6,2,0.3
12:00:00,31.917,35.08,12,2,0.6
12:00:00,31.966,34.803,6,2,0.3
12:00:00,32.055,34.761,7,2,0.3
12:00:00,32.055,34.775,8,2,0.4
12:00:00,32.064,34.769,17,3,0.5
12:00:00,32.068,34.771,19,6,0.3
12:00:00,32.07,34.771,6,2,0.3
12:00:00,32.07,34.914,6,2,0.3
12:00:00,32.075,34.776,8,2,0.4
12:00:00,32.08,34.834,9,3,0.3
12:00:00,32.081,34.774,6,2,0.3
12:00:00,32.082,34.795,11,3,0.3
12:00:00,32.084,34.786,9,2,0.4
12:00:00,32.084,34.787,11,2,0.5
12:00:00,32.085,34.812,7,2,0.3
12:00:00,32.085,34.83,6,2,0.3
12:00:00,32.085,34.836,11,3,0.3
12:00:00,32.086,34.883,6,2,0.3
12:00:00,32.086,34.886,13,4,0.3
12:00:00,32.088,34.887,9,3,0.3
12:00:00,32.091,34.822,7,2,0.3
12:00:00,32.091,34.823,18,5,0.3
12:00:00,32.091,34.868,13,4,0.3
12:00:00,32.091,34.895,12,2,0.6
12:00:00,32.092,34.823,6,2,0.3
12:00:00,32.093,34.841,7,2,0.3
12:00:00,32.094,34.885,6,2,0.3
12:00:00,32.094,34.891,6,2,0.3
12:00:00,32.095,34.886,38,7,0.5
12:00:00,32.097,34.852,17,4,0.4
12:00:00,32.102,34.898,10,3,0.3
12:00:00,32.963,35.496,11,2,0.5
12:10:00,31.893,34.807,6,2,0.3
12:10:00,31.999,34.763,12,2,0.6
12:10:00,32.007,34.742,11,3,0.3
12:10:00,32.019,34.745,7,2,0.3
12:10:00,32.028,34.749,6,2,0.3
12:10:00,32.057,34.777,6,2,0.3
12:10:00,32.061,34.775,6,2,0.3
12:10:00,32.065,34.769,27,4,0.6
12:10:00,32.068,34.771,13,4,0.3
12:10:00,32.071,34.772,10,3,0.3
12:10:00,32.072,34.839,20,2,1.0
12:10:00,32.075,34.791,12,4,0.3
12:10:00,32.076,34.783,9,3,0.3
12:10:00,32.078,34.792,6,2,0.3
12:10:00,32.079,34.816,7,2,0.3
12:10:00,32.08,34.815,6,2,0.3
12:10:00,32.081,34.815,9,2,0.4
12:10:00,32.081,34.835,6,2,0.3
12:10:00,32.082,34.835,10,3,0.3
12:10:00,32.083,34.796,10,3,0.3
12:10:00,32.083,34.802,6,2,0.3
12:10:00,32.083,34.816,10,3,0.3
12:10:00,32.085,34.812,9,3,0.3
12:10:00,32.085,34.83,7,2,0.3
12:10:00,32.085,34.836,7,2,0.3
12:10:00,32.086,34.832,16,4,0.4
12:10:00,32.086,34.835,12,2,0.6
12:10:00,32.086,34.837,6,2,0.3
12:10:00,32.086,34.84,9,2,0.4
12:10:00,32.086,34.884,7,2,0.3
12:10:00,32.086,34.885,8,2,0.4
12:10:00,32.086,34.886,11,3,0.3
12:10:00,32.086,34.887,13,4,0.3
12:10:00,32.086,34.896,14,2,0.7
12:10:00,32.087,34.806,6,2,0.3
12:10:00,32.089,34.817,6,2,0.3
12:10:00,32.09,34.826,6,2,0.3
12:10:00,32.09,34.877,8,2,0.4
12:10:00,32.09,34.878,9,2,0.4
12:10:00,32.09,34.88,13,4,0.3
12:10:00,32.09,34.884,15,4,0.3
12:10:00,32.09,34.885,9,2,0.4
12:10:00,32.091,34.823,13,4,0.3
12:10:00,32.091,34.825,7,2,0.3
12:10:00,32.091,34.867,6,2,0.3
12:10:00,32.092,34.822,8,2,0.4
12:10:00,32.092,34.826,17,3,0.5
12:10:00,32.092,34.833,10,3,0.3
12:10:00,32.092,34.858,6,2,0.3
12:10:00,32.092,34.863,13,4,0.3
12:10:00,32.092,34.864,6,2,0.3
12:10:00,32.093,34.833,7,2,0.3
12:10:00,32.093,34.88,7,2,0.3
12:10:00,32.094,34.883,8,2,0.4
12:10:00,32.095,34.842,6,2,0.3
12:10:00,32.095,34.886,16,4,0.4
12:10:00,32.095,34.887,11,3,0.3
12:10:00,32.095,34.89,17,3,0.5
12:10:00,32.096,34.888,9,2,0.4
12:10:00,32.174,34.915,11,3,0.3
12:10:00,32.965,35.496,9,3,0.3
12:20:00,32.015,34.749,6,2,0.3
12:20:00,32.027,34.746,7,2,0.3
12:20:00,32.048,34.865,6,2,0.3
12:20:00,32.051,34.849,12,3,0.4
12:20:00,32.056,34.834,6,2,0.3
12:20:00,32.057,34.834,9,3,0.3
12:20:00,32.065,34.777,7,2,0.3
12:20:00,32.066,34.772,7,2,0.3
12:20:00,32.068,34.771,6,2,0.3
12:20:00,32.072,34.839,25,2,1.2
12:20:00,32.074,34.791,6,2,0.3
12:20:00,32.078,34.778,13,3,0.4
12:20:00,32.082,34.795,9,3,0.3
12:20:00,32.084,34.787,19,4,0.4
12:20:00,32.084,34.788,22,5,0.4
12:20:00,32.084,34.803,6,2,0.3
12:20:00,32.084,34.84,7,2,0.3
12:20:00,32.085,34.784,8,2,0.4
12:20:00,32.085,34.812,7,2,0.3
12:20:00,32.085,34.83,10,3,0.3
12:20:00,32.085,34.836,7,2,0.3
12:20:00,32.086,34.811,11,2,0.5
12:20:00,32.086,34.832,12,4,0.3
12:20:00,32.086,34.837,7,2,0.3
12:20:00,32.086,34.882,14,2,0.7
12:20:00,32.086,34.886,17,5,0.3
12:20:00,32.086,34.887,13,3,0.4
12:20:00,32.087,34.829,7,2,0.3
12:20:00,32.088,34.887,9,3,0.3
12:20:00,32.089,34.818,7,2,0.3
12:20:00,32.09,34.88,6,2,0.3
12:20:00,32.09,34.884,6,2,0.3
12:20:00,32.09,34.885,6,2,0.3
12:20:00,32.091,34.867,6,2,0.3
12:20:00,32.092,34.823,20,4,0.5
12:20:00,32.092,34.826,10,2,0.5
12:20:00,32.092,34.839,7,2,0.3
12:20:00,32.093,34.862,6,2,0.3
12:20:00,32.093,34.879,14,2,0.7
12:20:00,32.093,34.88,8,2,0.4
12:20:00,32.094,34.883,10,3,0.3
12:20:00,32.095,34.886,7,2,0.3
12:20:00,32.095,34.888,6,2,0.3
12:20:00,32.096,34.859,6,2,0.3
12:20:00,32.096,34.887,6,2,0.3
12:20:00,32.573,35.197,7,2,0.3
12:20:00,32.591,34.937,8,2,0.4
12:30:00,32.028,34.749,7,2,0.3
12:30:00,32.051,34.849,12,3,0.4
12:30:00,32.053,34.848,25,3,0.8
12:30:00,32.055,34.834,6,2,0.3
12:30:00,32.055,34.835,8,2,0.4
12:30:00,32.061,34.772,6,2,0.3
12:30:00,32.064,34.77,13,3,0.4
12:30:00,32.068,34.771,7,2,0.3
12:30:00,32.071,34.772,7,2,0.3
12:30:00,32.076,34.819,7,2,0.3
12:30:00,32.076,34.834,6,2,0.3
12:30:00,32.081,34.835,21,7,0.3
12:30:00,32.082,34.795,9,3,0.3
12:30:00,32.082,34.835,7,2,0.3
12:30:00,32.082,34.9,6,2,0.3
12:30:00,32.083,34.816,7,2,0.3
12:30:00,32.084,34.787,10,3,0.3
12:30:00,32.084,34.803,6,2,0.3
12:30:00,32.085,34.812,9,2,0.4
12:30:00,32.085,34.815,8,2,0.4
12:30:00,32.085,34.836,6,2,0.3
